,id,Title,Detail,Link,Update date,Publish date,Pillars,label,text,Label,Label_Score
10,1350261,"New tools being studied, piloted to keep Singaporeans healthy and out of hospital | The Straits Times",SINGAPORE - An automated device to screen for frailty and an app to better manage chronic diseases are among the new tools that are being studied ...,https://www.straitstimes.com/singapore/health/new-tools-being-studied-piloted-to-keep-singaporeans-healthy-and-out-of-hospital,29/4/2022 16:23,29/4/2022 15:06,I,Innovate to Advance,"SINGAPORE - An automated device to screen for frailty and an app to better manage chronic diseases are among the new tools that are being studied or piloted to help keep Singaporeans healthy and out of hospital.

Such efforts are being given a $90 million boost to take population health research to the next level.

This helps lay the ground for a healthier population, and comes after the Ministry of Health announced its Healthier SG strategy last month that is aimed at getting people to adopt a healthy lifestyle early to prevent diseases and ill health.

SingHealth, which is working on those new solutions to help improve care in the community, launched its population health research centre at the inaugural Singapore Population Health Symposium 2022 on Friday (April 29). It is called the SingHealth Centre for Population Health Research and Implementation.

Senior Minister of State for Health Janil Puthucheary, who launched the centre virtually, said in his speech that the Ministry of Health (MOH) will be launching the new $90 million grant under the Research, Innovation and Enterprise 2025 Plan.

""With this new grant scheme, we hope to support a larger pool of researchers on innovative population health research as part of our Healthier SG effort, going beyond conventional ways of delivering health promotion, preventive health and services,"" he said.

More details will be shared over the next couple of weeks, he added.

Dr Janil said that while the implementation details on Healthier SG are being worked out, they will need the support of agencies to go further upstream to tackle ill health at the root.

In his speech, he said there are some SingHealth efforts for detection and management of chronic diseases in the community, such as the National Dental Centre Singapore's oral health screening for those above 40 years old and a mobile app called Empower to better manage residents with chronic diseases.

The app delivers personalised nudges and reminders on exercise, taking medication, diet monitoring, and health coaching to those with chronic conditions via their smartwatch.

The pilot started with 1,000 patients with diabetes recruited through SingHealth polyclinics, with plans to roll out the app to those with hypertension and high cholesterol levels subsequently, said Dr Janil.

There is also the frailty screening device, called Screenii, which captures the walking speed of an individual when he walks towards it, hence removing the need for an elaborate setup and trained human assessors.

The principal investigator for the Screenii project, Singapore General Hospital's senior principal physiotherapist, Dr Pua Yong Hao, said that SingHealth has received a grant to develop the device, and may take about two and a half years to commercialise it.

Also plugging into the population health ecosystem is the SingHealth centre's large project on the relatively new concept of life space that will explore how, where and why people travel in order to guide interventions aimed at preventing or delaying disability in seniors, as well as improving their quality of life.

""It will give us interdisciplinary learning points, which will be very valuable to understanding the impact of environmental health and social determinants on lifestyles,"" said Dr Janil.",Innovate to Advance,0.7301253080368042
11,1351717,Knowledge gaps must be addressed for clinicians to better support public health system: NUS Medicine dean | The Straits Times,SINGAPORE - There are four main gaps in knowledge that must be addressed so that clinicians - typically thought of as focusing on treating disease ...,https://www.straitstimes.com/singapore/health/knowledge-gaps-must-be-addressed-for-clinicians-to-better-support-public-health-system-nus-medicine-dean?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,4/5/2022 17:06,4/5/2022 16:41,E,Educate to Empower,"SINGAPORE - There are four main gaps in knowledge that must be addressed so that clinicians - typically thought of as focusing on treating disease at an individual level - can better support the public health system in the future, Professor Chong Yap Seng, dean of the National University of Singapore's (NUS) Yong Loo Lin School of Medicine, said on Wednesday (May 4).

These gaps lie in the areas of practising medicine well in a community setting rather than just a specialised one, improving human potential, health economics and health systems, he added.

On April 24, Prime Minister Lee Hsien Loong, speaking at the Singapore General Hospital's lecture and formal dinner, said there is a need to further develop the country's emphasis on public health, following valuable lessons from the Covid-19 pandemic.

Public health refers to the study of how the health of populations can be improved and protected. This is sometimes contrasted to clinical medicine, which is about finding the best way to treat individual patients.

The Ministry of Health also recently announced its Healthier SG strategy, which aims to get family doctors to play a key role in spotting diseases earlier and keep Singaporeans out of hospital as much as possible.

The scheme will also see an emphasis on preventive care and more involvement from various public agencies such as the People's Association and SportSG in promoting healthy lifestyles.

The deans of Duke-NUS Medical School and Nanyang Technological University's Lee Kong Chian School of Medicine previously told The Straits Times that they believe the push to strengthen Singapore's emphasis on public health will see the role of clinicians shift in the coming years, including taking on the task of conveying and explaining public health messages.

Professor Thomas Coffman, dean of Duke-NUS Medical School, said: ""While providing therapeutic care to patients will remain the major responsibility of clinicians, understanding and incorporating the contemporary principles of public health and preventive care will take on increasing importance.""

On Wednesday, Prof Chong said: ""Most medical schools are more about 'sick care' rather than healthcare. The focus has always been on understanding disease and treating it... but is that right? I don't think so.""

He added: ""If you want to really start to promote population health, then you have to think beyond patients who are sick, to those who are relatively well, and how you make them more healthy.""

To this end, there is a need for a ""new breed of doctors"" who understand human potential in medicine.

In this context, human potential refers to ensuring that early life factors all align so that a child is born with the very best start that he or she can possibly have.

Among other things, this may involve ensuring a mother-to-be is not only physically and emotionally healthy, but also getting the right nutrition when she conceives - a subject doctors may not have much knowledge of, said Prof Chong.

""Promoting health begins with giving people the best start to life,"" he added.

He highlighted that too many doctors are currently trained to function in a specialised setting, such as a hospital, rather than in a community setting, such as in a general practitioner clinic.

In the community setting, it is crucial to understand that the social determinants of health are probably more critical than other factors, said Prof Chong.

""You (need to) understand patients' family background, what kind of environment they're living in... you can tell them to get more sleep, but if they're working on shifts, they can't put what you say into practice,"" he noted.",Educate to Empower,0.7981476187705994
12,1351761,Knowledge gaps must be addressed for clinicians to better support public health system: NUS Medicine dean | The Straits Times,SINGAPORE - There are four main gaps in knowledge that must be addressed so that clinicians - typically thought of as focusing on treating disease ...,https://www.straitstimes.com/singapore/health/knowledge-gaps-must-be-addressed-for-clinicians-to-better-support-public-health-system-nus-medicine-dean,4/5/2022 18:23,4/5/2022 18:22,E,Educate to Empower,"SINGAPORE - There are four main gaps in knowledge that must be addressed so that clinicians - typically thought of as focusing on treating disease at an individual level - can better support the public health system in the future, Professor Chong Yap Seng, dean of the National University of Singapore's (NUS) Yong Loo Lin School of Medicine, said on Wednesday (May 4).

These gaps lie in the areas of practising medicine well in a community setting rather than just a specialised one, improving human potential, health economics and health systems, he added.

On April 24, Prime Minister Lee Hsien Loong, speaking at the Singapore General Hospital's lecture and formal dinner, said there is a need to further develop the country's emphasis on public health, following valuable lessons from the Covid-19 pandemic.

Public health refers to the study of how the health of populations can be improved and protected. This is sometimes contrasted to clinical medicine, which is about finding the best way to treat individual patients.

The Ministry of Health also recently announced its Healthier SG strategy, which aims to get family doctors to play a key role in spotting diseases earlier and keep Singaporeans out of hospital as much as possible.

The scheme will also see an emphasis on preventive care and more involvement from various public agencies such as the People's Association and SportSG in promoting healthy lifestyles.

The deans of Duke-NUS Medical School and Nanyang Technological University's Lee Kong Chian School of Medicine previously told The Straits Times that they believe the push to strengthen Singapore's emphasis on public health will see the role of clinicians shift in the coming years, including taking on the task of conveying and explaining public health messages.

Professor Thomas Coffman, dean of Duke-NUS Medical School, said: ""While providing therapeutic care to patients will remain the major responsibility of clinicians, understanding and incorporating the contemporary principles of public health and preventive care will take on increasing importance.""

On Wednesday, Prof Chong said: ""Most medical schools are more about 'sick care' rather than healthcare. The focus has always been on understanding disease and treating it... but is that right? I don't think so.""

He added: ""If you want to really start to promote population health, then you have to think beyond patients who are sick, to those who are relatively well, and how you make them more healthy.""

To this end, there is a need for a ""new breed of doctors"" who understand human potential in medicine.

In this context, human potential refers to ensuring that early life factors all align so that a child is born with the very best start that he or she can possibly have.

Among other things, this may involve ensuring a mother-to-be is not only physically and emotionally healthy, but also getting the right nutrition when she conceives - a subject doctors may not have much knowledge of, said Prof Chong.

""Promoting health begins with giving people the best start to life,"" he added.

He highlighted that too many doctors are currently trained to function in a specialised setting, such as a hospital, rather than in a community setting, such as in a general practitioner clinic.

In the community setting, it is crucial to understand that the social determinants of health are probably more critical than other factors, said Prof Chong.

""You (need to) understand patients' family background, what kind of environment they're living in... you can tell them to get more sleep, but if they're working on shifts, they can't put what you say into practice,"" he noted.",Educate to Empower,0.7981476187705994
13,1351875,'All I could do was apologise': 5 healthcare workers share Covid-19 experiences | The Straits Times,"SINGAPORE - One healthcare worker came into contact with an infected patient from abroad before Covid-19 got its name.

Another had to tell a ...",https://www.straitstimes.com/singapore/health/all-i-could-do-was-apologise-5-healthcare-workers-share-covid-19-experiences?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,5/5/2022 5:27,5/5/2022 5:00,C,Care to Heal,"SINGAPORE - One healthcare worker came into contact with an infected patient from abroad before Covid-19 got its name.

Another had to tell a patient’s widow why she could not grieve next to his body.

All of them had no idea Covid-19 would be here to stay.

These stories by staff from Singapore General Hospital (SGH) are profoundly told in its book, Purpose With Passion: Our Covid-19 Stories, that was launched on April 24.

The following are the edited accounts of five workers taken from the book, which can be accessed in instalments online at this link.

Internal medicine resident Samuel Koh

""Hi doctor, there is a patient for admission.""

As a medical officer on night float - the practice of returning for night duty on one's day off - we probably hear this at least 15 times a night. Little did I know that this was going to be my first contact with a patient harbouring the novel virus.

When I walked in to see the patient, he was coughing vigorously. I reviewed the epidemiological history and found out that he was from Wuhan.

""Did you go to the seafood market?"" I asked instinctively, as the infamous seafood market was already synonymous with the virus. He denied initially but continued shortly after I probed a second time: ""Actually, I visited the market with my son about three weeks ago.""

The silence that ensued was deafening. Between the patient and myself, I suppose, we both had a gut feeling of what that meant.

There was plenty to do after that. Taking his swabs, keying in my findings, calling the infectious diseases consultant on call, and notifying the Ministry of Health (MOH) - all of which had to be done within one hour of his admission.

The patient's son was outside, gesticulating frantically and coughing - without a mask! He was eager to find out when the swab result would be ready. I handed him a mask and recalled asking, or probably berating, him to go to the emergency department. It was adrenaline that kept me going through the rest of the shift.

At the back of my mind, the uncertainty of the whole situation remained perturbing.

The next day, at about 9pm, while I was again busy in ward 68, my phone buzzed incessantly. After I de-gowned, I saw many messages of support, with some directing me to check my e-mail. It felt almost surreal the moment I read the memo that the patient I had seen yesterday tested positive for the Wuhan virus. From that point on, there was no letting up.

After my week of night float, the whole of ward 68 was full; uncertainty became the new normal.

Internal medicine resident Tan Sye Nee

The moment I touched down at Changi Airport on day three of Chinese New Year, I got a call from my senior asking for volunteers at the isolation ward. I had been home in Malaysia for the holidays. Before leaving home, I had reassured my mum: ""Don't worry, I'm in haematology. I'm very safe.""

In movies, people would want to be the hero and would readily volunteer their services. But when I was asked whether I would risk my life to do this, knowing there was no cure if infected, I hesitated. ""Should I even do this?"" I asked myself.

Then I thought, since I was living alone in Singapore, even if I got infected, there is less risk to others. Many of my medical officer friends were married or living with their parents.

Initially, I did not want to tell my mum because she had been really worried as my brother had just gone to China to be with his wife. I didn't want to add to her worries.

But if I didn't tell her, I wouldn't be able to make up my mind to step up. I eventually called her, and she understood and agreed with my decision.",Educate to Empower,0.8788701295852661
14,1351919,'All I could do was apologise': 5 healthcare workers share Covid-19 experiences | The Straits Times,"SINGAPORE - One healthcare worker came into contact with an infected patient from abroad before Covid-19 got its name.

Another had to tell a ...",https://www.straitstimes.com/singapore/health/all-i-could-do-was-apologise-5-healthcare-workers-share-covid-19-experiences,5/5/2022 8:01,5/5/2022 6:27,C,Care to Heal,"SINGAPORE - One healthcare worker came into contact with an infected patient from abroad before Covid-19 got its name.

Another had to tell a patient’s widow why she could not grieve next to his body.

All of them had no idea Covid-19 would be here to stay.

These stories by staff from Singapore General Hospital (SGH) are profoundly told in its book, Purpose With Passion: Our Covid-19 Stories, that was launched on April 24.

The following are the edited accounts of five workers taken from the book, which can be accessed in instalments online at this link.

Internal medicine resident Samuel Koh

""Hi doctor, there is a patient for admission.""

As a medical officer on night float - the practice of returning for night duty on one's day off - we probably hear this at least 15 times a night. Little did I know that this was going to be my first contact with a patient harbouring the novel virus.

When I walked in to see the patient, he was coughing vigorously. I reviewed the epidemiological history and found out that he was from Wuhan.

""Did you go to the seafood market?"" I asked instinctively, as the infamous seafood market was already synonymous with the virus. He denied initially but continued shortly after I probed a second time: ""Actually, I visited the market with my son about three weeks ago.""

The silence that ensued was deafening. Between the patient and myself, I suppose, we both had a gut feeling of what that meant.

There was plenty to do after that. Taking his swabs, keying in my findings, calling the infectious diseases consultant on call, and notifying the Ministry of Health (MOH) - all of which had to be done within one hour of his admission.

The patient's son was outside, gesticulating frantically and coughing - without a mask! He was eager to find out when the swab result would be ready. I handed him a mask and recalled asking, or probably berating, him to go to the emergency department. It was adrenaline that kept me going through the rest of the shift.

At the back of my mind, the uncertainty of the whole situation remained perturbing.

The next day, at about 9pm, while I was again busy in ward 68, my phone buzzed incessantly. After I de-gowned, I saw many messages of support, with some directing me to check my e-mail. It felt almost surreal the moment I read the memo that the patient I had seen yesterday tested positive for the Wuhan virus. From that point on, there was no letting up.

After my week of night float, the whole of ward 68 was full; uncertainty became the new normal.

Internal medicine resident Tan Sye Nee

The moment I touched down at Changi Airport on day three of Chinese New Year, I got a call from my senior asking for volunteers at the isolation ward. I had been home in Malaysia for the holidays. Before leaving home, I had reassured my mum: ""Don't worry, I'm in haematology. I'm very safe.""

In movies, people would want to be the hero and would readily volunteer their services. But when I was asked whether I would risk my life to do this, knowing there was no cure if infected, I hesitated. ""Should I even do this?"" I asked myself.

Then I thought, since I was living alone in Singapore, even if I got infected, there is less risk to others. Many of my medical officer friends were married or living with their parents.

Initially, I did not want to tell my mum because she had been really worried as my brother had just gone to China to be with his wife. I didn't want to add to her worries.

But if I didn't tell her, I wouldn't be able to make up my mind to step up. I eventually called her, and she understood and agreed with my decision.",Educate to Empower,0.8788701295852661
15,1352981,"Fun With Kids: Animation and book for Mother's Day, explaining stroke to kids | The Straits Times","SINGAPORE - Make family time all the more special with these ideas and activities.

Watch: Peanuts Mother's Day special animation

Charlie Brown ...",https://www.straitstimes.com/singapore/parenting-education/fun-with-kids-animation-and-book-for-mothers-day-explaining-stroke-to-kids?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,8/5/2022 15:06,8/5/2022 14:05,E,Educate to Empower,"SINGAPORE - Make family time all the more special with these ideas and activities.

Watch: Peanuts Mother's Day special animation

Charlie Brown has got his mum an ice cream cake for Mother's Day. Linus van Pelt is writing a thank-you letter for his mum. Meanwhile, Snoopy is helping Woodstock find his long-lost mum.

Everyone in the Peanuts gang is excited for the occasion, except for Peppermint Patty, who is feeling left out as she grew up without a mum. But her good friend Marcie helps her realise that she is not missing out on love and Peppermint Patty resolves to celebrate her dad on Mother's Day.

To Mom (And Dad), With Love is an original animation based on the classic Peanuts comic strip by Charles M. Schulz. Stream it on Apple TV+.

Read: My Mummy Loves Me More! book",Innovate to Advance,0.7618222236633301
16,1353011,"Fun With Kids: Animation and book for Mother's Day, explaining stroke to kids | The Straits Times","SINGAPORE - Make family time all the more special with these ideas and activities.

Watch: Peanuts Mother's Day special animation

Charlie Brown ...",https://www.straitstimes.com/singapore/parenting-education/fun-with-kids-animation-and-book-for-mothers-day-explaining-stroke-to-kids,8/5/2022 17:05,8/5/2022 15:00,E,Educate to Empower,"SINGAPORE - Make family time all the more special with these ideas and activities.

Watch: Peanuts Mother's Day special animation

Charlie Brown has got his mum an ice cream cake for Mother's Day. Linus van Pelt is writing a thank-you letter for his mum. Meanwhile, Snoopy is helping Woodstock find his long-lost mum.

Everyone in the Peanuts gang is excited for the occasion, except for Peppermint Patty, who is feeling left out as she grew up without a mum. But her good friend Marcie helps her realise that she is not missing out on love and Peppermint Patty resolves to celebrate her dad on Mother's Day.

To Mom (And Dad), With Love is an original animation based on the classic Peanuts comic strip by Charles M. Schulz. Stream it on Apple TV+.

Read: My Mummy Loves Me More! book",Innovate to Advance,0.7618222236633301
17,1354267,Our covid-19 stories | The Straits Times,"One healthcare worker came into contact with an infected patient from abroad before Covid-19 got its name.

Another had to tell a patient's widow ...",https://www.straitstimes.com/singapore/health/we-had-thought-our-seniors-were-overreacting-it-was-adrenaline-that-kept-me-going-testing-migrant-workers-it-was-a-colossal-operation-i-was-fully-gowned-up-no-way-to-wipe-my-tears-our-covid-19-stories,13/5/2022 3:36,5/5/2022 5:21,C,Care to Heal,"One healthcare worker came into contact with an infected patient from abroad before Covid-19 got its name.

Another had to tell a patient's widow why she could not grieve next to his body.

All of them had no idea Covid-19 would be here to stay.

These stories by staff from Singapore General Hospital (SGH) are profoundly told in its book, Purpose With Passion: Our Covid-19 Stories, which was launched on April 24. The following are the edited accounts of four workers taken from the book, which can be accessed in instalments online at https://www.sgh.com.sg/OurCovid-19Stories

‘It was adrenaline that kept me going’

Internal medicine resident Samuel Koh

""Hi doctor, there is a patient for admission.""

As a medical officer on night float - the practice of returning for night duty on one's day off - we probably hear this at least 15 times a night. Little did I know that this was going to be my first contact with a patient harbouring the novel virus.

When I walked in to see the patient, he was coughing vigorously. I reviewed the epidemiological history and found out that he was from Wuhan.

""Did you go to the seafood market?"" I asked instinctively, as the infamous seafood market was already synonymous with the virus.

He denied it initially, but after I probed a second time, he said: ""Actually, I visited the market with my son about three weeks ago.""

The silence that ensued was deafening. Between the patient and myself, I suppose, we both had a gut feeling of what that meant.

There was plenty to do after that. Taking his swabs, keying in my findings, calling the infectious diseases consultant on call, and notifying the Ministry of Health - all of which had to be done within one hour of his admission.

The patient's son was outside, gesticulating frantically and coughing - without a mask!

He was eager to find out when the swab result would be ready. I handed him a mask and recalled asking, or probably berating, him to go to the emergency department. It was adrenaline that kept me going through the rest of the shift.

At the back of my mind, the uncertainty of the whole situation remained perturbing.

The next day, at about 9pm, while I was again busy in Ward 68, my phone buzzed incessantly. After I de-gowned, I saw many messages of support, with some directing me to check my e-mail. It felt almost surreal the moment I read the memo that the patient I had seen yesterday had tested positive for the Wuhan virus. From that point on, there was no letting up.

After my week of night float, the whole of Ward 68 was full; uncertainty became the new normal.

‘We had thought our seniors were overreacting’

Internal medicine resident Tan Sye Nee

The moment I touched down at Changi Airport on day three of Chinese New Year, I got a call from my senior asking for volunteers at the isolation ward.

I had been home in Malaysia for the holidays. Before leaving home, I had reassured my mum: ""Don't worry, I'm in haematology. I'm very safe.""

In movies, people would want to be the hero and would readily volunteer their services. But when I was asked whether I would risk my life to do this, knowing there was no cure if infected, I hesitated. ""Should I even do this?"" I asked myself.

Then I thought, since I was living alone in Singapore, even if I got infected, there would be less risk to others. Many of my medical officer friends were married or living with their parents.

Initially, I did not want to tell my mum because she had been really worried as my brother had just gone to China to be with his wife. I didn't want to add to her worries.

But if I didn't tell her, I wouldn't be able to make up my mind to step up. I eventually called her, and she understood and agreed with my decision.

When I joined the team in the isolation ward, I wasn't very sure whether or not I would be safe, but the infectious diseases department and our seniors really took great care of us.

The senior consultants would check in with us every single day, to ask how we were doing. When we had to use the full personal protective equipment (PPE), they took great care to ensure that all the steps we took were correct.

After managing the first few imported cases, we thought the worst was over. We were then shocked to diagnose the illness in a local resident who had not travelled and who did not have a clear history of contact with a known case.

Fortunately, our seniors had been very protective and made us wear the full set of PPE throughout. Honestly, we had thought they were overreacting, being kiasu.

But in the light of the newly confirmed patient, who we had thought was of really low risk, we finally understood why they were so cautious. That gave me the assurance that we were working in a safe and well-protected environment.

Testing migrant workers – it was a colossal operation

Consultant Lim Chin Siah

At that time, we thought it was a one-off thing for the migrant workers. We knew it was going to be a large number but didn't know how it would unfold. The largest number swabbed at a single time then was just a few hundred.",Educate to Empower,0.918545663356781
18,1354269,Fun With Kids | The Straits Times,"WATCH: PEANUTS MOTHER'S DAY SPECIAL ANIMATION

Charlie Brown has got his mum an ice cream cake for Mother's Day. Linus van Pelt is writing a ...",https://www.straitstimes.com/singapore/parenting-education/fun-with-kids-24,13/5/2022 3:36,8/5/2022 15:01,E,Educate to Empower,"WATCH: PEANUTS MOTHER'S DAY SPECIAL ANIMATION

Charlie Brown has got his mum an ice cream cake for Mother's Day. Linus van Pelt is writing a thank-you letter for his mum. Meanwhile, Snoopy is helping Woodstock find his long-lost mum.

Everyone in the Peanuts gang is excited for the occasion, except for Peppermint Patty, who is feeling left out as she grew up without a mum. But her good friend Marcie helps her realise that she is not missing out on love and Peppermint Patty resolves to celebrate her dad on Mother's Day.

To Mom (And Dad), With Love is an original animation based on the classic Peanuts comic strip by Charles M. Schulz. Stream it on Apple TV+.

READ: MY MUMMY LOVES ME MORE! BOOK

""I love my mummy and surely she loves me too?"" the girl wonders time and again. She cannot be sure as her mum has never expressed her love verbally to her.

My Mummy Loves Me More! is a picture book inspired by author Josephyne Ho's childhood. ""In traditional households like the one my siblings and I grew up in, the word 'love' was never uttered nor were we hugged,"" recalls Ho, 52, a senior principal at EtonHouse Pre-School Mountbatten 223.

It took her 30 years to be less angry with her mum and to get to know her better, she says. Her mum was 78 when she died in 2018.

Ho hopes that the book, illustrated by Afiqah M. Suhaimi, will help young readers to love and accept their mothers unconditionally. ""I also hope that parents will say they love their children and hug them as often as they can.""

Ho and Afiqah have also published My Daddy Is The Best! to pay tribute to fathers.

Both titles retail for $14.90 each at Books Kinokuniya and Epigram Bookshop.

LEARN: KIDS CAN BE STROKE HEROES TOO

What is happening to grandpa? When he came home from the hospital, he was not his usual self. Mum explains that he had a stroke and how everyone at home - young and old - can support him in his recovery.

Kids Can Be Stroke Heroes Too, a short animation created by the National Neuroscience Institute (NNI), aims to help children understand the condition better.

""A stroke happens in an instant, but the effects are often long-lasting. It affects not just the patient, but also the whole family,"" says Associate Professor Deidre Anne De Silva, head and senior consultant, Department of Neurology, NNI at Singapore General Hospital Campus.

""It can be particularly difficult for children to see their once active parent or grandparent having difficulty with everyday tasks such as eating, walking and talking.""

She says small actions and encouragement from children in the family can make a big difference to the well-being of a stroke survivor.

For example, slurred speech is a common problem after a stroke. Kids can learn to be patient and listen carefully when a stroke survivor speaks.

Watch the video on SingHealth's YouTube channel (str.sg/wXhr).",Educate to Empower,0.8553668260574341
19,1347003,$2.4 million fund to kick-start research in regenerative medicine for osteoarthritis patients | The Straits Times,SINGAPORE - Efforts to come up with new treatments for patients suffering from osteoarthritis have been boosted by a $1.2 million donation from ...,https://www.straitstimes.com/singapore/health/24-million-fund-to-kickstart-research-in-regenerative-medicine-for-osteoarthritis-patients,20/4/2022 15:33,20/4/2022 15:32,I,Innovate to Advance,"SINGAPORE - Efforts to come up with new treatments for patients suffering from osteoarthritis have been boosted by a $1.2 million donation from local biotechnology company StemiGen Therapeutics to the Lee Kong Chian School of Medicine (LKCMedicine).

The Government will match the donation in a contribution to the LKCMedicine Endowment Fund.

The joint disorder affects many elderly people and Singapore has an increasingly ageing population.

Speaking at the signing ceremony for the StemiGen-LKCMedicine Regenerative Medicine Research Fund on Wednesday (April 20), National Healthcare Group deputy chief executive of education and research Benjamin Seet said the fund will support research in stem cell technology and regenerative medicine that focuses on developing therapy methods for patients suffering from osteoarthritis of the knee.

""Despite (osteoarthritis) being a highly prevalent disease that affects up to 80 per cent of people aged 65 years and older, as well as a leading cause of physical disability in the elderly, there is currently no effective treatment to stop progression of osteoarthritis,"" he said.

Current methods to treat the disease comprise symptomatic pain relief, steroid injections to reduce inflammation, and knee surgery, said Professor Seet.

""With Singapore's rapidly ageing population, osteoarthritis has also become a major cause of morbidity and disability here,"" said Prof Seet.

For example, osteoarthritis patients make up around 90 per cent of the 1,800 knee replacement operations performed every year at the Singapore General Hospital (SGH).

According to Dr Lee Kong Hwee, a consultant at the SGH department of orthopaedic surgery, the joint disorder affects around 10 per cent of the population - around 500,000 people. And while many are elderly individuals, there is a growing prevalence of the disease among younger patients.

StemiGen chief executive James Hsieh said the fund will also help support the training of qualified regenerative medicine scientists and practitioners.

He added: ""Stem cell therapy has tremendous potential to revolutionise healthcare in Singapore. Over the past two decades, an ageing population has brought about challenges, including chronic conditions and other diseases that current treatments are unable to cure.

""(The) creation of the StemiGen-LKCMedicine Regenerative Medicine Research Fund will be a first step to develop the know-how and technologies to manufacture and administer stem cell therapies safely, effectively and affordably.""

Prof Seet identified two projects that will be beneficiaries of the fund.

One project aims to develop a 3D-printed, stem cell-loaded bone graft, while the other is seeking to develop medicine that could help osteoarthritis patients regenerate the cartilage around their joints.",Innovate to Advance,0.7572835087776184
20,1347079,"Health Check Podcast: Not sleeping well, the doctor can help | The Straits Times","The pandemic may have changed your sleep habits, though sleeping more does not mean that you are sleeping well. So, if you’re one of those about ...",https://www.straitstimes.com/singapore/health/health-check-podcast-not-sleeping-well-the-doctor-can-help,20/4/2022 18:49,20/4/2022 18:37,C,Care to Heal,"The pandemic may have changed your sleep habits, though sleeping more does not mean that you are sleeping well. So, if you’re one of those about to return to the office and finding it hard to get a good night’s sleep, it’s time to do something about it. Or if you have been struggling to fall asleep even before the pandemic, it is never too late to seek help.

In this episode, ST senior health correspondent Joyce Teo speaks with Dr Leow Leong Chai, director of the Sleep Disorders Unit, and a senior consultant at the Department of Respiratory & Critical Care Medicine at the Singapore General Hospital, about the common sleep problems that the people in Singapore face, as well as the treatments available. He also sheds light on the spooky episodes that some people have experienced in their sleep, when they felt trapped in their bodies.",Educate to Empower,0.7340330481529236
21,1347263,$1.2 million fund to kick-start research in regenerative medicine for osteoarthritis patients | The Straits Times,SINGAPORE - Efforts to come up with new treatments for patients suffering from osteoarthritis have been boosted by a $1.2 million donation from ...,https://www.straitstimes.com/singapore/health/12-million-fund-to-kick-start-research-in-regenerative-medicine-for-osteoarthritis-patients,21/4/2022 13:27,21/4/2022 13:23,I,Innovate to Advance,"SINGAPORE - Efforts to come up with new treatments for patients suffering from osteoarthritis have been boosted by a $1.2 million donation from local biotechnology company StemiGen Therapeutics to the Lee Kong Chian School of Medicine (LKCMedicine).

The Government will match the donation in a contribution to the LKCMedicine Endowment Fund.

The joint disorder affects many elderly people and Singapore has an increasingly ageing population.

Speaking at the signing ceremony for the StemiGen-LKCMedicine Regenerative Medicine Research Fund on Wednesday (April 20), National Healthcare Group deputy chief executive of education and research Benjamin Seet said the fund will support research in stem cell technology and regenerative medicine that focuses on developing therapy methods for patients suffering from osteoarthritis of the knee.

""Despite (osteoarthritis) being a highly prevalent disease that affects up to 80 per cent of people aged 65 years and older, as well as a leading cause of physical disability in the elderly, there is currently no effective treatment to stop progression of osteoarthritis,"" he said.

Current methods to treat the disease comprise symptomatic pain relief, steroid injections to reduce inflammation, and knee surgery, said Professor Seet.

""With Singapore's rapidly ageing population, osteoarthritis has also become a major cause of morbidity and disability here,"" said Prof Seet.

For example, osteoarthritis patients make up around 90 per cent of the 1,800 knee replacement operations performed every year at the Singapore General Hospital (SGH).

According to Dr Lee Kong Hwee, a consultant at the SGH department of orthopaedic surgery, the joint disorder affects around 10 per cent of the population - around 500,000 people. And while many are elderly individuals, there is a growing prevalence of the disease among younger patients.

StemiGen chief executive James Hsieh said the fund will also help support the training of qualified regenerative medicine scientists and practitioners.

He added: ""Stem cell therapy has tremendous potential to revolutionise healthcare in Singapore. Over the past two decades, an ageing population has brought about challenges, including chronic conditions and other diseases that current treatments are unable to cure.

""(The) creation of the StemiGen-LKCMedicine Regenerative Medicine Research Fund will be a first step to develop the know-how and technologies to manufacture and administer stem cell therapies safely, effectively and affordably.""

Prof Seet identified two projects that will be beneficiaries of the fund.

One project aims to develop a 3D-printed, stem cell-loaded bone graft, while the other is seeking to develop medicine that could help osteoarthritis patients regenerate the cartilage around their joints.",Innovate to Advance,0.7572835087776184
